id_estado,estado,ciudad,superficie_km2,lada,ambito,poblacion,altitud,centro,suroeste,noreste
11,Guanajuato,Adjuntas del Río,,418,,,,,,
11,Guanajuato,Alvaro Obregón,,477,,,,"(20.6731644, -101.3587848)",,
11,Guanajuato,Ameche,,442,,,,"(20.5504572, -100.586066)","(20.5404572, -100.596066)","(20.5604572, -100.576066)"
11,Guanajuato,Apaseo El Alto,,413,,,,"(20.4562767, -100.621263)","(20.4162767, -100.661263)","(20.4962767, -100.581263)"
11,Guanajuato,Apaseo El Grande,,413,,,,"(20.5455014, -100.687841)","(20.5055014, -100.727841)","(20.5855014, -100.647841)"
11,Guanajuato,Arandas,,462,,,,"(20.72526435, -101.37383276475276)","(20.7222084, -101.3766802)","(20.7280362, -101.3700659)"
11,Guanajuato,Arperos,,473,,,,,,
11,Guanajuato,Arreguín de Abajo,,461,,,,,,
11,Guanajuato,Atotonilco (santuario),,415,,,,,,
11,Guanajuato,Bajío de Bonillas,,472,,,,,,
11,Guanajuato,Buenavista de Cortés,,469,,,,,,
11,Guanajuato,Cañada de Caracheo,,411,,,,,,
11,Guanajuato,Caleras de Ameche,,442,,,,,,
11,Guanajuato,Calzada del Tepozán,,432,,,,,,
11,Guanajuato,Carrizal Grande,,462,,,,"(20.7107313, -101.3041453)",,
11,Guanajuato,Celaya,,461,,,,"(20.5218445, -100.8139609)","(20.3618445, -100.9739609)","(20.6818445, -100.6539609)"
11,Guanajuato,Cerano,,438,,,,,,
11,Guanajuato,Cerro Gordo,,464,,,,,,
11,Guanajuato,Chamácuaro,,417,,,,,,
11,Guanajuato,Charco de Pantoja,,462,,,,,,
11,Guanajuato,Chichimequillas,,472,,,,"(21.0324647, -101.4429276)",,
11,Guanajuato,Chupicuaro (Nuevo Chupicuaro),,417,,,,,,
11,Guanajuato,Ciudad Manuel Doblado,,432,,,,,,
11,Guanajuato,Colonia 18 de Marzo,,411,,,,,,
11,Guanajuato,Comanjilla,,472,,,,,,
11,Guanajuato,Comonfort,,412,,,,"(20.7199475, -100.761188)","(20.6799475, -100.801188)","(20.7599475, -100.721188)"
11,Guanajuato,Coroneo,,421,,,,"(20.1987764, -100.365323)","(20.1587764, -100.405323)","(20.2387764, -100.325323)"
11,Guanajuato,Corralejo de Hidalgo,,469,,,,"(20.5108395, -101.6313689)",,
11,Guanajuato,Cortazar,,411,,,,"(20.4801781, -100.9605769)","(20.4401781, -101.0005769)","(20.5201781, -100.9205769)"
11,Guanajuato,Covadonga,,468,,,,,,
11,Guanajuato,Cuerámaro,,429,,,,"(20.6254526, -101.672394)","(20.5854526, -101.712394)","(20.6654526, -101.632394)"
11,Guanajuato,Cuevas de Morales,,352,,,,,,
11,Guanajuato,Cupareo,,466,,,,,,
11,Guanajuato,Dolores,,476,,,,"(21.1574, -100.934617)","(21.1174, -100.974617)","(21.1974, -100.894617)"
11,Guanajuato,Dolores Hidalgo,,418,,,,"(21.1574, -100.934617)","(21.1174, -100.974617)","(21.1974, -100.894617)"
11,Guanajuato,Dr. Mora,,419,,,,"(21.141945, -100.319858)","(21.101945, -100.359858)","(21.181945, -100.279858)"
11,Guanajuato,El Capulín,,419,,,,"(20.9636066, -101.34660384514359)","(20.9597587, -101.3492061)","(20.967035, -101.3441618)"
11,Guanajuato,El Derramadero,,445,,,,,,
11,Guanajuato,El Fresno,,461,,,,,,
11,Guanajuato,El Jocoque,,413,,,,,,
11,Guanajuato,El Mármol,,469,,,,"(20.2165798, -101.7328266)",,
11,Guanajuato,El Ramillete,,477,,,,,,
11,Guanajuato,El Sabino,,466,,,,"(20.4356675, -101.7215871)","(20.4256675, -101.7315871)","(20.4456675, -101.7115871)"
11,Guanajuato,El Sauz(Villaseñor),,461,,,,,,
11,Guanajuato,El Tigre,,411,,,,,,
11,Guanajuato,Empalme Escobedo,,412,,,,"(20.6725958, -100.7461839)","(20.6325958, -100.7861839)","(20.7125958, -100.7061839)"
11,Guanajuato,Frías,,432,,,,"(20.7988591, -101.9961266)",,
11,Guanajuato,Franco Tavera,,412,,,,"(20.60696535, -100.92874291300848)","(20.6024973, -100.9310029)","(20.6092403, -100.9209509)"
11,Guanajuato,Guadalupe de Rivera,,462,,,,,,
11,Guanajuato,Guanajuato,,473,,,,"(21.0158848, -101.25284)","(20.8558848, -101.41284)","(21.1758848, -101.09284)"
11,Guanajuato,Guarapo,,456,,,,,,
11,Guanajuato,Huanimaro,,429,,,,"(20.367895, -101.496899)","(20.327895, -101.536899)","(20.407895, -101.456899)"
11,Guanajuato,Huapango,,466,,,,,,
11,Guanajuato,Huitzatarito,,429,,,,,,
11,Guanajuato,Iramuco,,417,,,,,,
11,Guanajuato,Irapuato,,462,,,,"(20.6758761, -101.3521052)","(20.5158761, -101.5121052)","(20.8358761, -101.1921052)"
11,Guanajuato,Jaral del Progreso,,411,,,,"(20.3716964, -101.065096)","(20.3316964, -101.105096)","(20.4116964, -101.025096)"
11,Guanajuato,Jerécuaro,,421,,,,"(20.1529976, -100.509132)","(20.1129976, -100.549132)","(20.1929976, -100.469132)"
11,Guanajuato,Jesús María,,419,,,,,,
11,Guanajuato,Juan Lucas,,411,,,,,,
11,Guanajuato,Juan Martín,,461,,,,,,
11,Guanajuato,Juventino Rosas,,412,,,,"(20.6436576, -100.992674)","(20.6036576, -101.032674)","(20.6836576, -100.952674)"
11,Guanajuato,La Aldea,,472,,,,,,
11,Guanajuato,La Caja,,462,,,,,,
11,Guanajuato,La Calera (El Canario),,411,,,,,,
11,Guanajuato,La Encarnación,,417,,,,,,
11,Guanajuato,La Escondida,,428,,,,,,
11,Guanajuato,La Estancia de Sn José del Carmen,,466,,,,,,
11,Guanajuato,La Joya de Calvillo,,429,,,,,,
11,Guanajuato,Laguna Larga,,462,,,,,,
11,Guanajuato,Lagunillas,,469,,,,"(21.2011114, -101.7678214)",,
11,Guanajuato,Las Cañas,,462,,,,,,
11,Guanajuato,Las Hilamas (El Piedrero),,477,,,,,,
11,Guanajuato,Las Jicamas,,462,,,,,,
11,Guanajuato,León,,477,,,,"(21.1218598, -101.6825081)","(20.9618598, -101.8425081)","(21.2818598, -101.5225081)"
11,Guanajuato,Lo de Juárez,,462,,,,,,
11,Guanajuato,Loma de Zempoala,,411,,,,,,
11,Guanajuato,Loreto (Teresa),,417,,,,,,
11,Guanajuato,Los Frailes,,415,,,,,,
11,Guanajuato,Los Ocotes,,469,,,,,,
11,Guanajuato,Los Rodríguez,,415,,,,,,
11,Guanajuato,Los Sauces,,477,,,,,,
11,Guanajuato,Loza de los Padres (La Loza),,477,,,,,,
11,Guanajuato,Maguey,,476,,,,"(20.9851139, -101.84636068193663)","(20.9748359, -101.8532885)","(20.9936884, -101.8399203)"
11,Guanajuato,Marfil,,473,,,,"(20.9942943, -101.2883689)","(20.9542943, -101.3283689)","(21.0342943, -101.2483689)"
11,Guanajuato,Medina,,477,,,,"(20.8952057, -100.3920248)","(20.8852057, -100.4020248)","(20.9052057, -100.3820248)"
11,Guanajuato,Mineral de San Pedro Pozos,,442,,,,,,
11,Guanajuato,Moncada,,466,,,,,,
11,Guanajuato,Moroleón,,445,,,,"(20.1304859, -101.1915885)","(19.9704859, -101.3515885)","(20.2904859, -101.0315885)"
11,Guanajuato,Neutla,,412,,,,"(20.7064468, -100.8383978)",,
11,Guanajuato,Nigromante,,415,,,,,,
11,Guanajuato,Nuevo México,,472,,,,,,
11,Guanajuato,Ocampo,,428,,,,"(21.6472082, -101.480102)","(21.6407145, -101.4958616)","(21.654835, -101.4701703)"
11,Guanajuato,Ochomitas,,411,,,,,,
11,Guanajuato,Ojo de Agua de Ballesteros,,466,,,,,,
11,Guanajuato,Ordeñita de Barajas,,469,,,,,,
11,Guanajuato,Orduña de Arriba,,412,,,,,,
11,Guanajuato,Pénjamo,,469,,,,,,
11,Guanajuato,Palo Alto de Abajo,,469,,,,,,
11,Guanajuato,Palo Verde,,469,,,,"(20.324121, -101.8518584)","(20.314121, -101.8618584)","(20.334121, -101.8418584)"
11,Guanajuato,Parácuaro,,417,,,,,,
11,Guanajuato,Peralta,,429,,,,,,
11,Guanajuato,Piñicuaro,,445,,,,"(20.0464548, -101.2406576)","(20.0364548, -101.2506576)","(20.0564548, -101.2306576)"
11,Guanajuato,Plan de Ayala (Santa Rosa),,477,,,,,,
11,Guanajuato,Pozos CD. Porfirio Díaz,,412,,,,,,
11,Guanajuato,Praderas de la Hacienda,,461,,,,,,
11,Guanajuato,Pueblo Nuevo,,429,,,,"(20.5294606, -101.371485)","(20.4894606, -101.411485)","(20.5694606, -101.331485)"
11,Guanajuato,Puentecillas,,473,,,,,,
11,Guanajuato,Puerta de Andaracua,,456,,,,,,
11,Guanajuato,Purísima de Bustos,,476,,,,"(21.0316892, -101.8781162)","(20.9916892, -101.9181162)","(21.0716892, -101.8381162)"
11,Guanajuato,Rancho Nuevo de la Cruz,,429,,,,,,
11,Guanajuato,Rancho Nuevo de San Andrés,,456,,,,,,
11,Guanajuato,Rancho Seco de Guantes,,456,,,,"(20.4502371, -101.2057295)",,
11,Guanajuato,Río Laja,,418,,,,,,
11,Guanajuato,Rincón de Tamayo,,461,,,,"(20.4234552, -100.7550686)","(20.3834552, -100.7950686)","(20.4634552, -100.7150686)"
11,Guanajuato,Romita,,432,,,,"(20.8709695, -101.5177776)","(20.8309695, -101.5577776)","(20.9109695, -101.4777776)"
11,Guanajuato,Salamanca,,464,,,,"(20.571358, -101.192444)","(20.411358, -101.352444)","(20.731358, -101.032444)"
11,Guanajuato,Salvatierra,,466,,,,"(20.2125562, -100.877415)","(20.1725562, -100.917415)","(20.2525562, -100.837415)"
11,Guanajuato,San Antonio de Mogotes,,462,,,,,,
11,Guanajuato,San Cristóbal (El Cerrito),,476,,,,,,
11,Guanajuato,San Cristóbal de Ayala,,429,,,,,,
11,Guanajuato,San Diego de la Unión,,418,,,,"(21.4674705, -100.872382)","(21.4274705, -100.912382)","(21.5074705, -100.832382)"
11,Guanajuato,San Felipe (El Chilarillo),,469,,,,,,
11,Guanajuato,San Felipe Guanajuato,,428,,,,"(21.4788273, -101.215752)","(21.4388273, -101.255752)","(21.5188273, -101.175752)"
11,Guanajuato,San Francisco del Rincón,,476,,,,"(21.0166683, -101.854624)","(20.9766683, -101.894624)","(21.0566683, -101.814624)"
11,Guanajuato,San Gabriel,,469,,,,,,
11,Guanajuato,San José de Gracia,,411,,,,,,
11,Guanajuato,San José de Merino,,412,,,,,,
11,Guanajuato,San José Iturbide,,419,,,,"(21.0002488, -100.385788)","(20.9602488, -100.425788)","(21.0402488, -100.345788)"
11,Guanajuato,San José Temascatio,,464,,,,,,
11,Guanajuato,San Juan de la Vega,,461,,,,"(20.6258833, -100.7621826)","(20.5858833, -100.8021826)","(20.6658833, -100.7221826)"
11,Guanajuato,San Juan del Llanito,,413,,,,,,
11,Guanajuato,San Luis de la Paz,,468,,,,"(21.2970466, -100.516269)","(21.2570466, -100.556269)","(21.3370466, -100.476269)"
11,Guanajuato,San Mateo Tocuaro (Tocuaro),,417,,,,,,
11,Guanajuato,San Miguel de Allende,,415,,,,"(20.9142238, -100.743784)","(20.7542238, -100.903784)","(21.0742238, -100.583784)"
11,Guanajuato,San Miguel Emenguaro,,466,,,,,,
11,Guanajuato,San Miguel Octopan,,461,,,,"(20.5736075, -100.7473859)","(20.5336075, -100.7873859)","(20.6136075, -100.7073859)"
11,Guanajuato,San Nicolás de la Condesa,,466,,,,,,
11,Guanajuato,San Nicolás de los Agustinos,,466,,,,"(20.2462127, -100.9655489)",,
11,Guanajuato,San Pablo Casacuarán,,411,,,,,,
11,Guanajuato,San Pablo Pejo (San Pablo),,466,,,,,,
11,Guanajuato,San Pedro de los Naranjos,,466,,,,,,
11,Guanajuato,San Pedro Tenango El Viejo,,413,,,,,,
11,Guanajuato,San Roque,,462,,,,,,
11,Guanajuato,San Roque de Montes,,476,,,,,,
11,Guanajuato,San Salvador Torrecillas,,411,,,,,,
11,Guanajuato,Santa Catarina,,419,,,,"(21.1412571, -100.071907)","(21.1212571, -100.091907)","(21.1612571, -100.051907)"
11,Guanajuato,Santa Mónica Ozumbilla,,411,,,,,,
11,Guanajuato,Santa Rosa,,411,,,,,,
11,Guanajuato,Santa Teresa,,473,,,,"(20.9592606, -101.3174089)","(20.9192606, -101.3574089)","(20.9992606, -101.2774089)"
11,Guanajuato,Santas Marías,,415,,,,,,
11,Guanajuato,Santiago de Cuenda,,412,,,,,,
11,Guanajuato,Santiago Maravatío,,466,,,,"(20.15733745, -100.97637281685564)","(20.1040359, -101.0542962)","(20.2104735, -100.9287123)"
11,Guanajuato,Sarabia,,411,,,,,,
11,Guanajuato,Silao,,472,,,,"(20.943727, -101.427043)","(20.783727, -101.587043)","(21.103727, -101.267043)"
11,Guanajuato,Tacubaya,,469,,,,"(20.3040294, -101.7912606)","(20.2940294, -101.8012606)","(20.3140294, -101.7812606)"
11,Guanajuato,Tarandacuao,,421,,,,"(20.0011341, -100.5187451)","(19.9611341, -100.5587451)","(20.0411341, -100.4787451)"
11,Guanajuato,Tarimoro,,466,,,,"(20.2867022, -100.755179)","(20.2467022, -100.795179)","(20.3267022, -100.715179)"
11,Guanajuato,Tomelopitos,,462,,,,"(20.5956042, -101.3675309)",,
11,Guanajuato,Uriangato,,445,,,,"(20.142166, -101.1811875)","(20.102166, -101.2211875)","(20.182166, -101.1411875)"
11,Guanajuato,Valle de Santiago,,456,,,,"(20.3916556, -101.193665)","(20.2316556, -101.353665)","(20.5516556, -101.033665)"
11,Guanajuato,Valtierrilla,,464,,,,"(20.5324077, -101.1277011)","(20.4924077, -101.1677011)","(20.5724077, -101.0877011)"
11,Guanajuato,Victoria,,419,,,,"(20.943727, -101.427043)","(20.783727, -101.587043)","(21.103727, -101.267043)"
11,Guanajuato,Villagrán,,411,,,,"(20.5140574, -100.996994)","(20.4740574, -101.036994)","(20.5540574, -100.956994)"
11,Guanajuato,Villas de Irapuato,,462,,,,,,
11,Guanajuato,Yuriria,,445,,,,"(20.16649235, -101.31713413180964)","(20.0303976, -101.423689)","(20.3023986, -100.9983014)"
11,Guanajuato,Yustis,,461,,,,,,
11,Guanajuato,Zapote de Adjuntas,,432,,,,,,
11,Guanajuato,Zapote de Peralta,,429,,,,,,
11,Guanajuato,Zapotitos,,411,,,,"(20.1694525, -101.0826054)","(20.1594525, -101.0926054)","(20.1794525, -101.0726054)"
12,Guerrero,Acamixtla,,762,,,,"(18.564008, -99.5662465)","(18.544008, -99.5862465)","(18.584008, -99.5462465)"
12,Guerrero,Acapetlahuaya,,736,,,,"(18.419167, -100.074167)","(18.399167, -100.094167)","(18.439167, -100.054167)"
12,Guerrero,Acapulco,,744,,,,"(16.8680495, -99.8940182)","(16.7080495, -100.0540182)","(17.0280495, -99.7340182)"
12,Guerrero,Acuchillán del Progreso,,732,,,,,,
12,Guerrero,Ahuacuotzingo,,756,,,,"(17.713611, -98.933333)","(17.693611, -98.953333)","(17.733611, -98.913333)"
12,Guerrero,Ahuehuepan,,733,,,,"(18.0065738, -99.4996937)","(17.9865738, -99.5196937)","(18.0265738, -99.4796937)"
12,Guerrero,Alcozauca de Guerrero,,757,,,,"(17.4639162, -98.3841767)","(17.4439162, -98.4041767)","(17.4839162, -98.3641767)"
12,Guerrero,Alpoyeca,,757,,,,"(17.671389, -98.510278)","(17.651389, -98.530278)","(17.691389, -98.490278)"
12,Guerrero,Amuco de la Reforma,,767,,,,"(18.293611, -100.639722)","(18.273611, -100.659722)","(18.313611, -100.619722)"
12,Guerrero,Anonas,,767,,,,"(19.0047952, -100.473077)","(18.9847952, -100.493077)","(19.0247952, -100.453077)"
12,Guerrero,Apango,,754,,,,"(17.7416976, -99.3289268)","(17.7352237, -99.3342591)","(17.7466226, -99.3174792)"
12,Guerrero,Apaxtla de Castrejón,,736,,,,"(18.1306199, -99.9331042)","(18.1237059, -99.9410832)","(18.1408761, -99.9262345)"
12,Guerrero,Aratichanguio,,767,,,,"(18.479722, -101.361667)","(18.459722, -101.381667)","(18.499722, -101.341667)"
12,Guerrero,Arcelia,,732,,,,"(18.3185612, -100.2817918)","(18.2785612, -100.3217918)","(18.3585612, -100.2417918)"
12,Guerrero,Arroyo Grande,,732,,,,,,
12,Guerrero,Atenango del Río,,727,,,,"(18.106111, -99.1075)","(18.066111, -99.1475)","(18.146111, -99.0675)"
12,Guerrero,Atliaca,,754,,,,"(17.6528862, -99.3731082)","(17.6328862, -99.3931082)","(17.6728862, -99.3531082)"
12,Guerrero,Atlixtac,,756,,,,"(17.5639197, -98.9407635)","(17.5439197, -98.9607635)","(17.5839197, -98.9207635)"
12,Guerrero,Atoyac de Alvarez,,742,,,,"(17.2083674, -100.4331375)","(17.1683674, -100.4731375)","(17.2483674, -100.3931375)"
12,Guerrero,Ayutla de los Libres,,745,,,,"(16.9658527, -99.0963025)","(16.9258527, -99.1363025)","(17.0058527, -99.0563025)"
12,Guerrero,Azoyu,,741,,,,"(16.730833, -98.600833)","(16.710833, -98.620833)","(16.750833, -98.580833)"
12,Guerrero,Bajos del Ejido,,781,,,,"(16.9610281, -99.9710692)","(16.9210281, -100.0110692)","(17.0010281, -99.9310692)"
12,Guerrero,Barra Vieja,,744,,,,,,
12,Guerrero,Buenavista de Cuellar,,727,,,,"(18.4594746, -99.4107839)","(18.4498326, -99.4218922)","(18.466767, -99.4014645)"
12,Guerrero,Changata,,732,,,,"(18.273056, -100.585278)","(18.253056, -100.605278)","(18.293056, -100.565278)"
12,Guerrero,Chaucingo,,727,,,,"(18.302778, -99.115833)","(18.282778, -99.135833)","(18.322778, -99.095833)"
12,Guerrero,Chichihualco,,747,,,,"(17.6573252, -99.6747987)","(17.6457813, -99.6872826)","(17.6688043, -99.6636963)"
12,Guerrero,Chilapa,,756,,,,"(17.5939304, -99.17766)","(17.5539304, -99.21766)","(17.6339304, -99.13766)"
12,Guerrero,Chilpancingo,,747,,,,"(17.5542149, -99.5048416)","(17.3942149, -99.6648416)","(17.7142149, -99.3448416)"
12,Guerrero,Ciudad Altamirano,,767,,,,"(18.3584543, -100.6681865)","(18.3184543, -100.7081865)","(18.3984543, -100.6281865)"
12,Guerrero,Coacoyul,,755,,,,"(17.6397591, -101.4781165)","(17.5997591, -101.5181165)","(17.6797591, -101.4381165)"
12,Guerrero,Coacoyula de Alvarez,,733,,,,"(18.07356, -99.6310788)","(18.05356, -99.6510788)","(18.09356, -99.6110788)"
12,Guerrero,Cocula,,736,,,,"(18.1398235, -99.72263122119733)","(17.9505071, -99.8510724)","(18.3263872, -99.5797319)"
12,Guerrero,Colotlipa,,756,,,,"(17.411389, -99.168333)","(17.4060934, -99.175601)","(17.4173953, -99.1599369)"
12,Guerrero,Copala,,741,,,,"(16.605278, -98.972778)","(16.565278, -99.012778)","(16.645278, -98.932778)"
12,Guerrero,Copalillo,,727,,,,"(18.0334397, -99.0413484)","(17.9934397, -99.0813484)","(18.0734397, -99.0013484)"
12,Guerrero,Coyuca de Benitez,,781,,,,"(17.0085956, -100.0872968)","(16.9685956, -100.1272968)","(17.0485956, -100.0472968)"
12,Guerrero,Coyuca de Catalán,,767,,,,"(18.3253222, -100.6995289)","(18.2853222, -100.7395289)","(18.3653222, -100.6595289)"
12,Guerrero,Coyuquilla Norte,,742,,,,"(17.380833, -101.058333)","(17.360833, -101.078333)","(17.400833, -101.038333)"
12,Guerrero,Cruz Grande,,745,,,,"(16.723333, -99.131111)","(16.683333, -99.171111)","(16.763333, -99.091111)"
12,Guerrero,Cruz Quemada,,745,,,,"(16.9975, -99.179167)","(16.9775, -99.199167)","(17.0175, -99.159167)"
12,Guerrero,Cuajinicuilapa,,741,,,,"(16.4549904, -98.52159587378281)","(16.3162249, -98.7231036)","(16.5939138, -98.349465)"
12,Guerrero,Cualac,,757,,,,"(17.73504775, -98.66154013648611)","(17.6134862, -98.7632979)","(17.8566623, -98.5824098)"
12,Guerrero,Cuetzala del Progreso,,736,,,,"(18.1335046, -99.8318182)","(18.1135046, -99.8518182)","(18.1535046, -99.8118182)"
12,Guerrero,Cutzamala de Pinzón,,732,,,,"(18.466667, -100.580278)","(18.446667, -100.600278)","(18.486667, -100.560278)"
12,Guerrero,Dos Arroyos,,744,,,,"(17.021389, -99.648889)","(17.001389, -99.668889)","(17.041389, -99.628889)"
12,Guerrero,El Escondido,,732,,,,"(18.2212379, -100.3124441)","(18.2012379, -100.3324441)","(18.2412379, -100.2924441)"
12,Guerrero,El Espinalillo,,781,,,,,,
12,Guerrero,El Ocotito,,745,,,,"(18.4658511, -100.0774455)",,
12,Guerrero,El Paraíso,,742,,,,"(17.340556, -100.231667)","(17.320556, -100.251667)","(17.360556, -100.211667)"
12,Guerrero,Guayameo,,767,,,,"(18.3033563, -101.2611148)","(18.2833563, -101.2811148)","(18.3233563, -101.2411148)"
12,Guerrero,Hacienda de Cabañas,,781,,,,"(17.0975, -100.471389)","(17.0775, -100.491389)","(17.1175, -100.451389)"
12,Guerrero,Huamuxtitlán,,757,,,,"(17.8032605, -98.5630139)","(17.7632605, -98.6030139)","(17.8432605, -98.5230139)"
12,Guerrero,Huitzuco,,727,,,,"(18.3040014, -99.3337556)","(18.2640014, -99.3737556)","(18.3440014, -99.2937556)"
12,Guerrero,Huixtac,,762,,,,"(18.4612282, -99.658648)","(18.4412282, -99.678648)","(18.4812282, -99.638648)"
12,Guerrero,Iguala,,733,,,,"(18.3466358, -99.5376944)","(18.1866358, -99.6976944)","(18.5066358, -99.3776944)"
12,Guerrero,Ixcapuzalco,,736,,,,"(18.5123293, -99.8866366)","(18.4923293, -99.9066366)","(18.5323293, -99.8666366)"
12,Guerrero,Ixcateopan de Cuauhtémoc,,736,,,,"(18.5016281, -99.7916304)","(18.4816281, -99.8116304)","(18.5216281, -99.7716304)"
12,Guerrero,Ixtapa Zihuatanejo,,755,,,,"(17.6670868, -101.5906237)","(17.6270868, -101.6306237)","(17.7070868, -101.5506237)"
12,Guerrero,Juchitán,,741,,,,"(16.58863085, -98.68206258486883)","(16.5088982, -98.78827)","(16.6628466, -98.5577634)"
12,Guerrero,Kilometro 30,,744,,,,"(16.9962223, -99.7821198)","(16.9562223, -99.8221198)","(17.0362223, -99.7421198)"
12,Guerrero,La Unión,,755,,,,"(17.9829401, -101.8068546)","(17.9629401, -101.8268546)","(18.0029401, -101.7868546)"
12,Guerrero,Las Mesas,,745,,,,"(17.007778, -99.458056)","(16.987778, -99.478056)","(17.027778, -99.438056)"
12,Guerrero,Las Vigas,,745,,,,"(16.762222, -99.228889)","(16.742222, -99.248889)","(16.782222, -99.208889)"
12,Guerrero,Los Sauces,,736,,,,"(18.268889, -99.835)","(18.228889, -99.875)","(18.308889, -99.795)"
12,Guerrero,Luces del Mar,,744,,,,,,
12,Guerrero,Marquelia,,741,,,,"(16.5827049, -98.8149876)","(16.5427049, -98.8549876)","(16.6227049, -98.7749876)"
12,Guerrero,Maxela,,733,,,,"(18.053889, -99.593333)","(18.033889, -99.613333)","(18.073889, -99.573333)"
12,Guerrero,Mayanalán,,733,,,,"(18.172778, -99.433056)","(18.152778, -99.453056)","(18.192778, -99.413056)"
12,Guerrero,Mazatlán,,747,,,,"(17.437778, -99.468056)","(17.417778, -99.488056)","(17.457778, -99.448056)"
12,Guerrero,Mezcala,,733,,,,"(17.9332199, -99.6036598)","(17.8932199, -99.6436598)","(17.9732199, -99.5636598)"
12,Guerrero,Mochitlán,,754,,,,"(17.470278, -99.370278)","(17.450278, -99.390278)","(17.490278, -99.350278)"
12,Guerrero,Nuevo Balsas,,736,,,,"(18.033611, -99.761667)","(18.013611, -99.781667)","(18.053611, -99.741667)"
12,Guerrero,Nuxco,,742,,,,"(17.208333, -100.757222)","(17.188333, -100.777222)","(17.228333, -100.737222)"
12,Guerrero,Olinalá,,756,,,,"(17.778889, -98.739722)","(17.738889, -98.779722)","(17.818889, -98.699722)"
12,Guerrero,Ometepec,,741,,,,"(16.6887721, -98.4086204)","(16.6487721, -98.4486204)","(16.7287721, -98.3686204)"
12,Guerrero,Oxtotitlán,,736,,,,"(17.6733886, -99.0268396)","(17.6533886, -99.0468396)","(17.6933886, -99.0068396)"
12,Guerrero,Papanoa,,742,,,,"(17.3251046, -101.0412656)","(17.3051046, -101.0612656)","(17.3451046, -101.0212656)"
12,Guerrero,Paso de Arena,,767,,,,"(18.3017032, -100.8476979)","(18.2817032, -100.8676979)","(18.3217032, -100.8276979)"
12,Guerrero,Paso Morelos (Cuetlajuchi),,727,,,,"(18.222778, -99.207778)","(18.202778, -99.227778)","(18.242778, -99.187778)"
12,Guerrero,Petacalco,,753,,,,"(17.980556, -102.108056)","(17.960556, -102.128056)","(18.000556, -102.088056)"
12,Guerrero,Petatlán,,758,,,,"(17.5383929, -101.2685281)","(17.4983929, -101.3085281)","(17.5783929, -101.2285281)"
12,Guerrero,Placeres del Oro,,767,,,,"(18.2377949, -100.9011554)","(18.2177949, -100.9211554)","(18.2577949, -100.8811554)"
12,Guerrero,Quechultenango,,756,,,,"(17.4145962, -99.2412284)","(17.4001145, -99.2513466)","(17.4230869, -99.2326785)"
12,Guerrero,Sabana Grande,,733,,,,"(18.158611, -99.549167)",,
12,Guerrero,San Jerónimo de Juárez,,781,,,,"(17.1375427, -100.4699253)","(17.0975427, -100.5099253)","(17.1775427, -100.4299253)"
12,Guerrero,San Jeronimito (San Jerónimo),,758,,,,"(17.567784, -101.3451121)","(17.527784, -101.3851121)","(17.607784, -101.3051121)"
12,Guerrero,San José Poliutla,,732,,,,"(18.2706511, -100.3899567)","(18.2506511, -100.4099567)","(18.2906511, -100.3699567)"
12,Guerrero,San Juan Tetelcingo,,733,,,,,,
12,Guerrero,San Luis Acatlán,,741,,,,"(16.870085449999998, -98.72220741144672)","(16.6453881, -98.9562164)","(17.0959496, -98.5280674)"
12,Guerrero,San Luis de la Loma,,742,,,,"(17.270556, -100.893889)","(17.250556, -100.913889)","(17.290556, -100.873889)"
12,Guerrero,San Marcos,,745,,,,"(16.846111, -99.39132588094756)","(16.6341499, -99.6238507)","(17.0693565, -99.194609)"
12,Guerrero,San Martín Pachivia,,736,,,,"(18.4075, -99.785556)","(18.3875, -99.805556)","(18.4275, -99.765556)"
12,Guerrero,San Miguel Tecuixiapan,,733,,,,,,
12,Guerrero,San Miguel Totolapan,,732,,,,"(18.158333, -100.390556)","(18.138333, -100.410556)","(18.178333, -100.370556)"
12,Guerrero,San Nicolás,,741,,,,"(16.416389, -98.521111)","(16.396389, -98.541111)","(16.436389, -98.501111)"
12,Guerrero,San Vicente Palapa,,733,,,,"(18.324167, -99.411389)","(18.304167, -99.431389)","(18.344167, -99.391389)"
12,Guerrero,Santa Ana del Aguila,,732,,,,,,
12,Guerrero,Santa Teresa,,733,,,,"(18.3394418, -100.820396)","(18.3194418, -100.840396)","(18.3594418, -100.800396)"
12,Guerrero,Tanganhuato,,767,,,,"(18.286944, -100.61)","(18.266944, -100.63)","(18.306944, -100.59)"
12,Guerrero,Taxco,,762,,,,"(18.5565446, -99.6052838)","(18.5165446, -99.6452838)","(18.5965446, -99.5652838)"
12,Guerrero,Tecoanapa,,745,,,,"(16.9875, -99.258889)","(16.9675, -99.278889)","(17.0075, -99.238889)"
12,Guerrero,Tecpan de Galeana,,742,,,,"(17.40108345, -100.75056193100053)","(17.1105694, -101.0823582)","(17.6966033, -100.4575198)"
12,Guerrero,Teloloapan,,736,,,,"(18.367239, -99.8705229)","(18.327239, -99.9105229)","(18.407239, -99.8305229)"
12,Guerrero,Temalacatzingo,,756,,,,"(17.885556, -98.680278)","(17.865556, -98.700278)","(17.905556, -98.660278)"
12,Guerrero,Tenexpa,,742,,,,"(17.183056, -100.671389)","(17.163056, -100.691389)","(17.203056, -100.651389)"
